Gene ID,Gene Name,Col.0,pp7l.1
AT1G01010,NAC001,21.628992892581426,15.657414920841996
AT1G01020,ARV1,55.19122324313881,81.05014782553503
AT1G01030,NGA3,8.204100752358471,2.7630732213250577
AT1G01040,DCL1,125.29899330874757,128.94341699516937
AT1G01046,MIR838A,2.98330936449399,2.7630732213250577
AT1G01050,PPA1,231.2064757482842,231.1771261841965
AT1G01060,LHY,11.93323745797596,10.13126847819188
AT1G01070,NA,29.833093644939897,27.630732213250578
AT1G01080,NA,210.32331019682627,186.04693023588723
AT1G01090,PDH-E1 ALPHA,799.5269096843892,682.4790856672893
AT1G01100,RPP1A,956.1506513203237,1644.949591095518
AT1G01110,IQD18,16.408201504716942,11.973317292408584
AT1G01120,KCS1,818.1725932124767,807.7384050340253
AT1G01130,NA,15.662374163593446,21.18356136349211
AT1G01140,CIPK9,504.1792825994843,670.5057683748807
AT1G01150,NA,1.491654682246995,3.6840976284334106
AT1G01160,GIF2,52.95374121976832,41.446098319875865
AT1G01170,NA,178.9985618696394,212.75663804202946
AT1G01180,NA,109.63661914515413,185.12590582877888
AT1G01183,MIR165A,1.491654682246995,2.7630732213250577
AT1G01190,CYP78A8,5.220791387864482,0.9210244071083526
AT1G01200,RABA3,8.949928093481969,13.815366106625289
AT1G01210,NA,37.29136705617487,58.024537647826214
AT1G01220,FKGP,90.2451082759432,97.62858715348538
AT1G01225,NA,19.391510869210933,21.18356136349211
AT1G01230,NA,171.5402884584044,198.0202475282958
AT1G01240,NA,44.74964046740985,45.13019594830928
AT1G01250,ERF023,20.883165551457928,15.657414920841996
AT1G01260,BHLH13,55.93705058426231,68.15580612601809
AT1G01270,NA,0,0
AT1G01280,CYP703A2,0,0
AT1G01290,CNX3,41.766331102915856,24.86765899192552
AT1G01300,APF2,554.8955417958821,471.56449643947656
AT1G01305,NA,0,1.8420488142167053
AT1G01310,NA,14.17071948134645,7.368195256866821
AT1G01320,NA,1702.7238197849447,1496.664661551073
AT1G01335,AREP1,0,0
AT1G01340,CNGC10,16.408201504716942,23.025610177708817
AT1G01350,NA,32.816403009433884,35.919951877225756
AT1G01355,NA,1.491654682246995,0
AT1G01360,PYL9,17.899856186963937,23.94663458481717
AT1G01370,HTR12,22.374820233704924,36.840976284334104
AT1G01380,ETC1,6.7124460701114765,14.736390513733642
AT1G01390,NA,70.10777006560876,40.52507391276752
AT1G01400,NA,0,0
AT1G01410,APUM22,0,0
AT1G01420,UGT72B3,16.408201504716942,8.289219663975175
AT1G01430,TBL25,410.2050376179236,361.04156758647423
AT1G01440,NA,81.29518018246122,91.1814163037269
AT1G01448,NA,7.458273411234974,13.815366106625289
AT1G01450,NA,0,0
AT1G01453,NA,29.833093644939897,35.919951877225756
AT1G01460,PIP5K10,0,1.8420488142167053
AT1G01470,LEA14,231.2064757482842,264.33400484009724
AT1G01480,ACS2,2.237482023370492,3.6840976284334106
AT1G01490,NA,109.63661914515413,126.18034377384431
AT1G01500,NA,85.7701442292022,82.89219663975173
AT1G01510,AN,111.12827382740112,74.60297697577657
AT1G01520,NA,5.96661872898798,2.7630732213250577
AT1G01530,AGL28,0.7458273411234975,0
AT1G01540,NA,311.01000124849844,362.8836164006909
AT1G01550,BPS1,792.0686362731543,904.4459677804023
AT1G01560,MPK11,0.7458273411234975,4.605122035541763
AT1G01570,NA,17.15402884584044,21.18356136349211
AT1G01580,FRO2,92.48259029931369,68.15580612601809
AT1G01590,FRO1,0,0
AT1G01600,CYP86A4,19.391510869210933,13.815366106625289
AT1G01610,GPAT4,294.6017997437815,273.5442489111807
AT1G01620,PIP1-3,3942.4433251788073,5525.225418243008
AT1G01630,NA,133.50309406110603,110.52292885300231
AT1G01640,NA,8.949928093481969,18.420488142167052
AT1G01650,SPPL4,268.4978428044591,320.51649367370675
AT1G01660,NA,5.96661872898798,6.447170849758469
AT1G01670,PUB56,2.98330936449399,2.7630732213250577
AT1G01680,PUB54,0,0
AT1G01690,ATPRD3,15.662374163593446,22.104585770600462
AT1G01695,NA,0.7458273411234975,1.8420488142167053
AT1G01700,ATROPGEF2,8.949928093481969,6.447170849758469
AT1G01710,NA,147.67381354245248,184.20488142167054
AT1G01715,NA,20.883165551457928,16.57843932795035
AT1G01720,NAC002,650.3614414596898,1006.6796769694295
AT1G01725,NA,8.949928093481969,9.210244071083526
AT1G01730,NA,63.39532399549728,72.76092816155986
AT1G01740,BSK4,23.86647491595192,39.60404950565916
AT1G01750,ADF11,27.595611621569404,36.840976284334104
AT1G01760,NA,28.3414389626929,35.919951877225756
AT1G01770,NA,92.48259029931369,135.39058784492784
AT1G01780,PLIM2B,46.98712249078034,59.866586462042925
AT1G01790,KEA1,577.270362029587,516.6946923877858
AT1G01800,NA,186.45683528087434,219.20380889178793
AT1G01810,NA,5.220791387864482,2.7630732213250577
AT1G01820,PEX11C,137.97805810784703,208.1515160064877
AT1G01830,NA,38.783021738421866,52.4983912051761
AT1G01840,NA,0,1.8420488142167053
AT1G01860,PFC1,49.97043185527433,58.94556205493457
AT1G01870,NA,0,0
AT1G01880,GEN1,10.441582775728964,16.57843932795035
AT1G01890,NA,0,0
AT1G01900,SBTI1.1,21.628992892581426,23.025610177708817
AT1G01910,NA,176.01525250514538,175.91566175769535
AT1G01920,NA,59.666187289879794,68.15580612601809
AT1G01930,NA,37.29136705617487,56.18248883360951
AT1G01940,CYP18-1,43.25798578516285,32.23585424879234
AT1G01950,ARK2,170.0486337761574,221.96688211311297
AT1G01960,BIG3,723.4525208897925,740.5036233151155
AT1G01970,NA,121.56985660313008,103.1547335961355
AT1G01980,SEC1A,1.491654682246995,0
AT1G01990,NA,63.39532399549728,64.47170849758469
AT1G02000,GAE2,43.25798578516285,23.94663458481717
AT1G02010,SEC1A,71.59942474785575,96.70756274637702
AT1G02020,NA,18.645683528087435,26.709707806142227
AT1G02030,ZAT1,0,0
AT1G02040,NA,0,1.8420488142167053
AT1G02050,PKSA,5.220791387864482,5.5261464426501155
AT1G02060,NA,17.15402884584044,15.657414920841996
AT1G02065,SPL8,0,0
AT1G02067,NA,0,0
AT1G02070,NA,0.7458273411234975,0.9210244071083526
AT1G02080,NA,1188.1029544097314,1204.6999244977253
AT1G02090,CSN7,127.53647533211806,171.31053972215358
AT1G02100,LCMT1,171.5402884584044,194.33614989986242
AT1G02110,NA,50.71625919639782,22.104585770600462
AT1G02120,VAD1,188.69431730424486,246.8345411050385
AT1G02130,RABD2A,218.52741094918474,217.36176007757123
AT1G02140,MEE63,509.4000739873487,517.6157167948942
AT1G02145,ALG12,118.58654723863609,166.70541768661184
AT1G02150,NA,231.2064757482842,209.9935648207044
AT1G02160,NA,38.783021738421866,47.89326916963434
AT1G02170,AMC1,20.13733821033443,29.472781027467285
AT1G02180,NA,43.25798578516285,33.1568786559007
AT1G02190,NA,0,0
AT1G02205,CER1,82.78683486470821,68.15580612601809
AT1G02210,NA,0,0
AT1G02220,NAC003,16.408201504716942,21.18356136349211
AT1G02230,NAC004,0.7458273411234975,2.7630732213250577
AT1G02250,NAC005,0,0
AT1G02260,NA,62.649496654373785,69.07683053312645
AT1G02270,NA,115.6032378741421,150.1269783586615
AT1G02280,TOC33,181.98187123413337,139.07468547336126
AT1G02290,NA,37.29136705617487,33.1568786559007
AT1G02300,CATHB1,192.42345400986233,267.0970780614223
AT1G02305,CATHB2,334.87647616445037,373.0148848788828
AT1G02310,MAN1,5.96661872898798,13.815366106625289
AT1G02320,NA,0,0
AT1G02330,CSU2,23.12064757482842,11.052292885300231
AT1G02335,GL22,80.54935284133772,113.28600207432737
AT1G02340,HFR1,42.51215844403935,48.81429357674269
AT1G02350,NA,14.916546822469948,29.472781027467285
AT1G02360,NA,73.09107943010275,109.60190444589396
AT1G02370,NA,18.645683528087435,8.289219663975175
AT1G02380,NA,17.899856186963937,26.709707806142227
AT1G02390,GPAT2,15.662374163593446,23.025610177708817
AT1G02400,GA2OX6,101.43251839279564,157.4951736155283
AT1G02405,NA,0,1.8420488142167053
AT1G02410,COX11,82.78683486470821,89.33936748951021
AT1G02420,NA,5.220791387864482,4.605122035541763
AT1G02430,ATARFD1B,0,0
AT1G02440,ATARFD1A,1.491654682246995,2.7630732213250577
AT1G02450,NIMIN-1,0.7458273411234975,1.8420488142167053
AT1G02460,NA,13.424892140222953,0.9210244071083526
AT1G02470,NA,12.679064799099455,8.289219663975175
AT1G02475,NA,188.69431730424486,271.702200096964
AT1G02480,NA,0,0
AT1G02490,NA,0,0.9210244071083526
AT1G02500,SAM1,1154.540724059174,906.288016594619
AT1G02510,TPK4,1.491654682246995,0
AT1G02520,ABCB11,30.578920986063395,53.41941561228445
AT1G02530,ABCB12,0.7458273411234975,0
AT1G02540,NA,0,0
AT1G02550,NA,0,0
AT1G02560,CLPP5,629.4782759082318,694.4524029596979
AT1G02570,NA,17.899856186963937,39.60404950565916
AT1G02575,NA,2.237482023370492,2.7630732213250577
AT1G02580,MEA,0,0
AT1G02590,NA,0,0
AT1G02600,NA,0,0
AT1G02610,NA,69.36194272448526,120.6541973311942
AT1G02620,NA,17.899856186963937,10.13126847819188
AT1G02630,ETN8,0.7458273411234975,1.8420488142167053
AT1G02640,BXL2,576.5245346884635,633.6647920905466
AT1G02650,NA,9.695755434605466,18.420488142167052
AT1G02660,PLIP2,493.7376998237553,605.1130354701877
AT1G02670,NA,17.15402884584044,23.94663458481717
AT1G02680,TAF13,49.22460451415083,55.261464426501156
AT1G02690,IMPA-6,77.56604347684373,58.024537647826214
AT1G02700,NA,11.187410116852462,17.4994637350587
AT1G02705,NA,0.7458273411234975,0
AT1G02710,NA,0,0
AT1G02720,GATL5,44.003813126286346,54.34044001939281
AT1G02730,CSLD5,300.56841847276945,198.0202475282958
AT1G02740,MRG2,52.20791387864482,55.261464426501156
AT1G02750,DI19-2,58.1745326076328,104.07575800324385
AT1G02760,NA,0.7458273411234975,0.9210244071083526
AT1G02770,NA,5.220791387864482,3.6840976284334106
AT1G02780,RPL19A,1125.4534577553577,865.7629426818515
AT1G02790,PGA3,0,0
AT1G02800,CEL2,5.96661872898798,9.210244071083526
AT1G02810,PME7,142.453022154588,245.91351669793016
AT1G02813,NA,1.491654682246995,0
AT1G02816,NA,129.02813001436505,218.28278448467958
AT1G02820,LEA2,11.93323745797596,9.210244071083526
AT1G02830,RPL22A,0.7458273411234975,0
AT1G02840,SR34,198.3900727388503,190.652052271429
AT1G02850,BGLU11,92.48259029931369,81.97117223264338
AT1G02860,BAH1,76.07438879459674,67.23478171890974
AT1G02870,NA,36.545539715051376,39.60404950565916
AT1G02880,TPK1,102.17834573391914,121.57522173830255
AT1G02890,NA,471.3628795900504,509.326497130919
AT1G02900,RALF1,105.90748243953664,220.12483329889628
AT1G02910,LPA1,128.28230267324156,95.78653833926867
AT1G02920,GSTF7,84.27848954695521,70.91887934734315
AT1G02930,GSTF6,202.1192094444678,191.57307667853735
AT1G02940,ATGSTF5,5.220791387864482,2.7630732213250577
AT1G02950,ATGSTF4,2.98330936449399,4.605122035541763
AT1G02952,NA,0,0
AT1G02960,NA,36.545539715051376,31.31482984168399
AT1G02965,NA,0,0
AT1G02970,WEE1,18.645683528087435,21.18356136349211
AT1G02980,CUL2,0,0.9210244071083526
AT1G02990,NA,45.49546780853334,62.62965968336798
AT1G03000,PEX6,173.0319431406514,205.38844278516265
AT1G03010,NA,2.237482023370492,0.9210244071083526
AT1G03020,GRXS1,2.237482023370492,2.7630732213250577
AT1G03030,NA,108.14496446290713,181.44180820034546
AT1G03040,NA,179.74438921076288,208.1515160064877
AT1G03050,NA,0.7458273411234975,0.9210244071083526
AT1G03055,D27,10.441582775728964,12.894341699516938
AT1G03060,SPI,536.9956856089182,538.7992781583863
AT1G03070,LFG4,29.0872663038164,52.4983912051761
AT1G03080,NET1D,155.87791429481095,139.07468547336126
AT1G03090,MCCA,325.1807207298449,474.3275696608016
AT1G03100,NA,6.7124460701114765,6.447170849758469
AT1G03103,NA,0,0
AT1G03106,NA,34.30805769168088,15.657414920841996
AT1G03110,TRM82,53.69956856089181,54.34044001939281
AT1G03120,ATRAB28,3.729136705617487,2.7630732213250577
AT1G03130,PSAD2,2186.7657641740943,1073.9144586883392
AT1G03140,NA,97.70338168717817,86.57629426818515
AT1G03150,NAA20,83.53266220583171,110.52292885300231
AT1G03160,FZL,422.88410241702303,330.6477621518986
AT1G03165,NA,1.491654682246995,2.7630732213250577
AT1G03170,FAF2,4.474964046740984,0.9210244071083526
AT1G03180,NA,11.187410116852462,20.26253695638376
AT1G03190,XPD,59.666187289879794,50.656342390959395
AT1G03200,NA,2.98330936449399,2.7630732213250577
AT1G03210,NA,35.05388503280438,46.97224476252598
AT1G03220,NA,1872.0266262199787,1810.7339843750212
AT1G03230,NA,309.5183465662514,219.20380889178793
AT1G03240,NA,0.7458273411234975,1.8420488142167053
AT1G03250,NA,103.67000041616615,122.49624614541091
AT1G03260,NA,64.14115133662078,64.47170849758469
AT1G03270,CBSDUF4,14.17071948134645,26.709707806142227
AT1G03280,NA,38.783021738421866,56.18248883360951
AT1G03290,NA,68.61611538336176,79.20809901131832
AT1G03300,DUF1,0,0
AT1G03310,ISA2,258.8020873698536,208.1515160064877
AT1G03320,NA,5.96661872898798,2.7630732213250577
AT1G03325,NA,0,0
AT1G03330,LSM2,103.67000041616615,136.31161225203618
AT1G03340,NA,10.441582775728964,9.210244071083526
AT1G03350,NA,93.22841764043717,94.86551393216033
AT1G03360,RRP4,29.833093644939897,37.76200069144246
AT1G03365,RF4,59.666187289879794,43.288147134092576
AT1G03370,NA,152.89460493031697,166.70541768661184
AT1G03380,ATG18G,209.57748285570278,217.36176007757123
AT1G03390,NA,5.220791387864482,4.605122035541763
AT1G03395,NA,0,0
AT1G03400,NA,26.10395693932241,29.472781027467285
AT1G03410,2A6,5.96661872898798,7.368195256866821
AT1G03430,AHP5,111.87410116852462,195.25717430697077
AT1G03440,NA,326.67237541209187,500.11625305983546
AT1G03445,BSU1,5.96661872898798,3.6840976284334106
AT1G03457,NA,80.54935284133772,127.10136818095266
AT1G03470,NET3A,20.13733821033443,25.788683399033875
AT1G03475,CPX1,735.3857583477685,782.8707460420998
AT1G03490,NAC006,0,0.9210244071083526
AT1G03495,NA,17.15402884584044,13.815366106625289
AT1G03502,NA,0,1.8420488142167053
AT1G03506,NA,5.220791387864482,12.894341699516938
AT1G03510,PCMP-E3,3.729136705617487,2.7630732213250577
AT1G03515,NA,0,0
AT1G03520,NA,86.5159715703257,99.47063596770208
AT1G03530,ATNAF1,20.883165551457928,19.341512549275407
AT1G03540,PCMP-E4,9.695755434605466,8.289219663975175
AT1G03545,NA,0.7458273411234975,0.9210244071083526
AT1G03550,SCAMP2,4.474964046740984,3.6840976284334106
AT1G03560,NA,19.391510869210933,14.736390513733642
AT1G03570,NA,0,0
AT1G03590,PPC6-6,111.12827382740112,116.97009970276079
AT1G03600,PSB27-1,2212.8697211134167,2717.0220009696404
AT1G03610,NA,266.2603607810886,347.22620147984895
AT1G03620,NA,6.7124460701114765,13.815366106625289
AT1G03630,PORC,676.4653983990122,515.7736679806775
AT1G03640,NA,0,0
AT1G03650,NA,9.695755434605466,16.57843932795035
AT1G03660,NA,10.441582775728964,22.104585770600462
AT1G03670,NA,0,0
AT1G03680,ATHM1,1510.3003657750824,1759.1566175769535
AT1G03687,NA,51.46208653752132,41.446098319875865
AT1G03700,NA,4.474964046740984,26.709707806142227
AT1G03710,NA,2.237482023370492,0.9210244071083526
AT1G03720,NA,0,0
AT1G03730,NA,81.29518018246122,103.1547335961355
AT1G03740,NA,178.25273452851587,198.94127193540416
AT1G03743,NA,3.729136705617487,16.57843932795035
AT1G03746,NA,12.679064799099455,13.815366106625289
AT1G03750,SWI2,26.10395693932241,23.94663458481717
AT1G03760,NA,17.899856186963937,12.894341699516938
AT1G03770,RING1B,12.679064799099455,9.210244071083526
AT1G03780,TPX2,46.98712249078034,50.656342390959395
AT1G03790,SOM,57.428705266509304,47.89326916963434
AT1G03800,ERF10,7.458273411234974,5.5261464426501155
AT1G03810,NA,0,0
AT1G03820,NA,35.05388503280438,20.26253695638376
AT1G03830,NA,22.374820233704924,34.9989274701174
AT1G03840,MGP,8.949928093481969,9.210244071083526
AT1G03850,NA,118.58654723863609,165.78439327950346
AT1G03860,PHB2,201.3733821033443,181.44180820034546
AT1G03870,FLA9,1745.9818055701076,1630.2132005817841
AT1G03880,CRB,34.30805769168088,74.60297697577657
AT1G03890,CRD,1.491654682246995,0.9210244071083526
AT1G03900,ATNAP4,233.44395777165468,226.57200414865474
AT1G03905,ABCI19,26.10395693932241,46.051220355417634
AT1G03910,CTN,85.7701442292022,70.91887934734315
AT1G03920,NA,6.7124460701114765,5.5261464426501155
AT1G03930,CKL9,132.01143937885905,175.91566175769535
AT1G03935,NA,7.458273411234974,27.630732213250578
AT1G03940,3AT1,39.52884907954537,41.446098319875865
AT1G03950,VPS2.3,17.15402884584044,25.788683399033875
AT1G03960,B''EPSILON,69.36194272448526,67.23478171890974
AT1G03970,GBF4,23.12064757482842,17.4994637350587
AT1G03980,ATPCS2,12.679064799099455,8.289219663975175
AT1G03982,RIC8,0,1.8420488142167053
AT1G03987,NA,0,0
AT1G03990,FAO1,16.408201504716942,7.368195256866821
AT1G03993,NA,0,0
AT1G03997,NA,0.7458273411234975,0
AT1G04000,NA,86.5159715703257,99.47063596770208
AT1G04003,NA,0,0
AT1G04007,NA,2.98330936449399,10.13126847819188
AT1G04010,PSAT,50.71625919639782,77.36605019710163
AT1G04013,NA,5.220791387864482,12.894341699516938
AT1G04017,NA,0,0
AT1G04020,ATBARD1,39.52884907954537,34.9989274701174
AT1G04023,NA,0,0
AT1G04027,NA,5.220791387864482,1.8420488142167053
AT1G04030,NA,22.374820233704924,16.57843932795035
AT1G04033,NA,0,0
AT1G04037,NA,5.220791387864482,6.447170849758469
AT1G04040,NA,378.1344619496132,334.331859780332
AT1G04043,NA,0,0
AT1G04047,NA,1.491654682246995,2.7630732213250577
AT1G04050,SUVR1,19.391510869210933,12.894341699516938
AT1G04053,NA,0,0
AT1G04057,NA,0,0
AT1G04063,NA,0,0
AT1G04067,NA,0,0
AT1G04070,TOM9-1,52.95374121976832,94.86551393216033
AT1G04073,NA,0,0
AT1G04077,NA,0,0
AT1G04080,PRP39,297.58510910827545,291.04371264623944
AT1G04083,NA,4.474964046740984,1.8420488142167053
AT1G04087,NA,0,0.9210244071083526
AT1G04090,NA,10.441582775728964,11.052292885300231
AT1G04093,NA,1.491654682246995,2.7630732213250577
AT1G04097,NA,6.7124460701114765,11.052292885300231
AT1G04100,IAA10,12.679064799099455,14.736390513733642
AT1G04103,NA,1.491654682246995,0
AT1G04105,NA,0,0
AT1G04110,SBT1.2,136.48640342560003,107.75985563167725
AT1G04117,NA,0,0
AT1G04120,ABCC5,435.5631672161225,397.8825438708083
AT1G04123,NA,0,0
AT1G04127,NA,0,0
AT1G04130,TPR2,32.07057566831039,37.76200069144246
AT1G04133,NA,0,0
AT1G04137,NA,0,0.9210244071083526
AT1G04140,NA,451.97136872083945,408.0138123490002
AT1G04143,NA,0,0
AT1G04147,NA,2.98330936449399,0
AT1G04150,NA,0.7458273411234975,2.7630732213250577
AT1G04153,NA,0,0.9210244071083526
AT1G04157,NA,3.729136705617487,8.289219663975175
AT1G04160,XI-B,98.44920902830167,116.97009970276079
AT1G04163,NA,0,0
AT1G04167,NA,0,0
AT1G04170,EIF2 GAMMA,392.30518143095964,382.22512894996635
AT1G04173,NA,3.729136705617487,8.289219663975175
AT1G04177,NA,0,0
AT1G04180,YUC9,13.424892140222953,6.447170849758469
AT1G04183,NA,0,0
AT1G04187,NA,7.458273411234974,11.052292885300231
AT1G04190,TPR3,52.20791387864482,69.9978549402348
AT1G04193,NA,2.237482023370492,0.9210244071083526
AT1G04197,NA,8.949928093481969,29.472781027467285
AT1G04200,NA,231.2064757482842,302.0960055315397
AT1G04203,NA,0,0
AT1G04207,NA,0,0
AT1G04210,NA,386.3385627019717,417.22405642008374
AT1G04213,NA,0,0
AT1G04217,NA,17.15402884584044,24.86765899192552
AT1G04220,KCS2,8.949928093481969,14.736390513733642
AT1G04223,NA,1.491654682246995,7.368195256866821
AT1G04227,NA,0,0
AT1G04230,NA,22.374820233704924,29.472781027467285
AT1G04233,NA,0,0
AT1G04237,NA,4.474964046740984,1.8420488142167053
AT1G04240,SHY2,65.63280601886777,73.68195256866821
AT1G04243,NA,0,0
AT1G04247,NA,1.491654682246995,2.7630732213250577
AT1G04250,IAA17,391.5593540898362,556.298741893445
AT1G04253,NA,0,0
AT1G04257,NA,0.7458273411234975,0
AT1G04260,PRA1D,73.83690677122624,112.36497766721902
AT1G04263,NA,4.474964046740984,12.894341699516938
AT1G04267,NA,2.98330936449399,6.447170849758469
AT1G04270,RPS15A,2013.733821033443,3241.084888614293
AT1G04273,NA,7.458273411234974,27.630732213250578
AT1G04277,NA,4.474964046740984,24.86765899192552
AT1G04280,NA,176.01525250514538,184.20488142167054
AT1G04283,NA,0,0
AT1G04287,NA,0,0
AT1G04290,NA,8.949928093481969,14.736390513733642
AT1G04293,NA,0,0
AT1G04295,NA,0,0
AT1G04297,NA,0.7458273411234975,0.9210244071083526
AT1G04300,TRAF1B,181.98187123413337,220.12483329889628
AT1G04303,NA,1.491654682246995,0
AT1G04307,NA,0.7458273411234975,0
AT1G04310,ERS2,26.849784280445906,21.18356136349211
AT1G04313,NA,0.7458273411234975,0.9210244071083526
AT1G04320,NA,0,0
AT1G04323,NA,1.491654682246995,0.9210244071083526
AT1G04327,NA,0,0
AT1G04330,NA,6.7124460701114765,6.447170849758469
AT1G04333,NA,0,0
AT1G04337,NA,0,0
AT1G04340,NA,132.01143937885905,200.78332074962088
AT1G04343,NA,0,0
AT1G04347,NA,0.7458273411234975,4.605122035541763
AT1G04350,NA,172.2861157995279,131.70649021649442
AT1G04353,NA,0,0
AT1G04357,NA,0,0
AT1G04360,ATL1,29.833093644939897,38.683025098550814
AT1G04363,NA,0,0
AT1G04367,NA,1.491654682246995,0
AT1G04370,ERF14,0,0
AT1G04373,NA,0,0
AT1G04377,NA,0,0
AT1G04380,NA,1.491654682246995,0.9210244071083526
AT1G04383,NA,0,0
AT1G04387,NA,0,0.9210244071083526
AT1G04390,NA,53.69956856089181,58.024537647826214
AT1G04393,NA,9.695755434605466,26.709707806142227
AT1G04397,NA,5.96661872898798,2.7630732213250577
AT1G04400,CRY2,601.1368369455389,585.7715229209123
AT1G04403,NA,0,0
AT1G04407,NA,0,0
AT1G04410,MDH1,2955.71375287242,2819.2557101586676
AT1G04413,NA,1.491654682246995,5.5261464426501155
AT1G04417,NA,0,0
AT1G04420,NA,296.839281767152,189.73102786432065
AT1G04423,NA,6.7124460701114765,3.6840976284334106
AT1G04425,NA,11.187410116852462,14.736390513733642
AT1G04427,NA,0,0
AT1G04430,NA,842.0390681284285,885.1044552311268
AT1G04433,NA,0,0
AT1G04437,NA,1.491654682246995,1.8420488142167053
AT1G04440,CKL13,464.6504335199389,649.3222070113886
AT1G04443,NA,0,0
AT1G04445,NA,0,0.9210244071083526
AT1G04447,NA,0,0
AT1G04450,RIC3,0,0
AT1G04453,NA,2.98330936449399,0.9210244071083526
AT1G04455,NA,0,0
AT1G04463,NA,0,0
AT1G04467,NA,8.949928093481969,22.104585770600462
AT1G04470,NA,0,0.9210244071083526
AT1G04473,NA,1.491654682246995,2.7630732213250577
AT1G04477,NA,5.96661872898798,5.5261464426501155
AT1G04480,RPL23A,522.0791387864482,717.4780131374067
AT1G04483,NA,0,1.8420488142167053
AT1G04487,NA,0,0
AT1G04490,NA,5.96661872898798,11.052292885300231
AT1G04493,NA,0,0
AT1G04497,NA,0,0
AT1G04500,NA,0,0
AT1G04503,NA,0,0
AT1G04507,NA,0,0
AT1G04510,PRP19A,237.17309447727217,193.41512549275404
AT1G04513,NA,0,0
AT1G04517,NA,0,0.9210244071083526
AT1G04520,CRRSP3,35.799712373927875,34.077903063009046
AT1G04523,NA,1.491654682246995,3.6840976284334106
AT1G04527,NA,0,0
AT1G04530,TPR4,70.10777006560876,93.94448952505196
AT1G04533,NA,0,0
AT1G04537,NA,0,0
AT1G04540,NA,8.204100752358471,4.605122035541763
AT1G04547,NA,0,0
AT1G04550,IAA12,67.87028804223827,64.47170849758469
AT1G04555,NA,8.204100752358471,15.657414920841996
AT1G04557,NA,0,0
AT1G04560,NA,32.816403009433884,56.18248883360951
AT1G04563,NA,2.98330936449399,1.8420488142167053
AT1G04567,NA,2.98330936449399,3.6840976284334106
AT1G04570,NA,7.458273411234974,9.210244071083526
AT1G04573,NA,0,0.9210244071083526
AT1G04577,NA,2.237482023370492,0
AT1G04580,AAO4,1.491654682246995,0
AT1G04583,NA,0,0
AT1G04587,NA,2.237482023370492,2.7630732213250577
AT1G04590,NA,34.30805769168088,28.551756620358933
AT1G04593,NA,0,0
AT1G04597,NA,0,0
AT1G04600,XI-A,2.98330936449399,4.605122035541763
AT1G04603,NA,0.7458273411234975,0.9210244071083526
AT1G04607,NA,0,0
AT1G04610,YUC3,10.441582775728964,19.341512549275407
AT1G04620,HCAR,174.5235978228984,166.70541768661184
AT1G04623,NA,0,0.9210244071083526
AT1G04625,NA,0,0
AT1G04630,MEE4,91.73676295819018,104.9967824103522
AT1G04635,EMB1687,10.441582775728964,7.368195256866821
AT1G04640,LIP2,141.7071948134645,149.20595395155314
AT1G04643,NA,0,0
AT1G04645,SPH5,0,0
AT1G04647,NA,0,0
AT1G04650,NA,20.883165551457928,19.341512549275407
AT1G04653,NA,0,0
AT1G04657,NA,0,0
AT1G04660,NA,2.237482023370492,0.9210244071083526
AT1G04667,NA,0,0
AT1G04670,NA,0,0
AT1G04673,NA,0.7458273411234975,0
AT1G04677,NA,0,0
AT1G04680,NA,426.61323912264055,318.67444485949
AT1G04683,NA,0,0
AT1G04687,NA,0,0
AT1G04690,KAB1,316.9766199774864,297.4908834959979
AT1G04693,NA,0,0
AT1G04697,NA,11.93323745797596,20.26253695638376
AT1G04700,NA,15.662374163593446,26.709707806142227
AT1G04703,NA,0,0
AT1G04707,NA,0,0
AT1G04710,KAT1,67.87028804223827,71.83990375445151
AT1G04713,NA,0,0
AT1G04717,NA,0,0
AT1G04720,NA,0,0
AT1G04723,NA,1.491654682246995,5.5261464426501155
AT1G04730,CTF18,38.03719439729837,40.52507391276752
AT1G04733,NA,0,0
AT1G04737,NA,2.237482023370492,6.447170849758469
AT1G04743,NA,0,0
AT1G04747,NA,0,0
AT1G04750,VAMP721,410.2050376179236,548.0095222294698
AT1G04753,NA,1.491654682246995,2.7630732213250577
AT1G04760,VAMP726,13.424892140222953,17.4994637350587
AT1G04763,NA,0.7458273411234975,0
AT1G04767,NA,0,0
AT1G04770,NA,59.666187289879794,29.472781027467285
AT1G04773,NA,0,0
AT1G04778,NA,1.491654682246995,2.7630732213250577
AT1G04780,NA,100.68669105167216,106.8388312245689
AT1G04783,NA,0,0
AT1G04787,NA,0,0
AT1G04790,NA,54.445395902015314,60.78761086915127
AT1G04793,NA,0,0
AT1G04797,NA,2.237482023370492,2.7630732213250577
AT1G04800,NA,56.6828779253858,44.209171541200924
AT1G04803,NA,0,0
AT1G04807,NA,0,0
AT1G04810,RPN2B,241.64805852401318,218.28278448467958
AT1G04813,NA,0,0
AT1G04817,NA,0,2.7630732213250577
AT1G04820,TUBA4,2176.3241813983655,1725.0787145139445
AT1G04823,NA,0,0
AT1G04827,NA,14.17071948134645,28.551756620358933
AT1G04830,NA,76.07438879459674,103.1547335961355
AT1G04833,NA,0,0
AT1G04837,NA,0,0
AT1G04840,PCMP-H64,10.441582775728964,14.736390513733642
AT1G04847,NA,0,0
AT1G04850,NA,124.55316596762407,105.91780681746056
AT1G04853,NA,4.474964046740984,8.289219663975175
